,review,rating
749,"It could be amazing, too bad it lacks story",1
750,Suicide Squad: A Mediocre Misstep in the DC Universe,0
751,This movie is fun!,1
752,It had so much potential that I'm upset.,1
753,Not as fun as I remember.,0
754,One of my favourites,1
755,Suicide Squad,1
756,Tragedy or Travesty?,0
757,An entertaining but messy film,1
758,"Strong cast, poor in every other aspect",0
759,It's simply a B-Movie with a big budget and marketing campaign,1
760,Completely bland and did not entertain me in the slightest,0
761,It's high time we started ignoring the critics,1
762,Suicide Squad was an AMAZING DC FILM!,1
763,"Yeah, i like it but...",0
764,I like this film.,1
765,Good fun and the horror...,1
766,Another crappy movie,0
767,It's a fun ride...,1
768,What the hell??,0
769,Autistic Reviewers Opinion Of This Movie.,1
770,Perfect way to utilize Suicide in the title,0
771,Great fun!,1
772,Better than The Suicide Squad (2021),1
773,WORST MOVIE EVER!!!,0
774,Good movie,1
775,Dead shot a hero,1
776,"Good start, then downhill from there",0
777,Your average viewer,1
778,"This is SUICIDE SQUAD, not FURY David Aiyer",0
779,"Not bad movie, though failed by the aggressive PR",1
780,Chicken salad,0
781,One of the best films,1
782,Fun Summer Drive In Flick,1
783,just another,0
784,I did like Suicide Squad despite not being a masterpiece,1
785,Over-hyped but still a must-see,1
786,Just rewatched on netflix and yea still bad,0
787,wasted opportunity,1
788,no,0
789,Was an overall waste - Poor DC,1
790,"disappointing, shabby mess",0
791,One of the Most Under-rated Movies,1
792,"If you are psyched for it.....STOP, half of it doesn't live up to the hype",1
793,Nothing.,0
794,Raised up by low expectations,1
795,"Tries to please all, ends up pleasing none",1
796,Not giving up on this being a good franchise,0
797,Suicide Squad (2016),1
798,Messy and fun movie that misses its potential,0
799,Kind of Droll and less impressive than expected,1
800,How did they get it so wrong?,0
801,My only complaint is a little bit too much swearing,1
802,amirhoseinahg,1
803,Searching for depth and meaning without finding it.,0
804,Magnificent,1
805,"New Idea, Great Idea",1
806,What a waste,0
807,"In an effort to create a viable DC franchise, Warner Brothers rushes what could of been an awesome movie.",1
808,Schlechter Film,0
809,Definitely One step above Batman v Superman.,1
810,Trash. Lame. Stupid.,0
811,Excellent for the modern genre of meta human story telling,1
812,"Fun characters, awful villain and plot line",1
813,Leto,0
814,Why so Negative?,1
815,Overkill DC Comics adaptation of the cult of personality; Robbie however is pitch perfect as Harley Quinn,1
816,Should have been so much better,0
817,For every comic book fan,1
818,Lacks depth and character,0
819,"Hoped Worst Turned Out Good.... ""my rating 7.2/10.""",1
820,Jared Leto as The Joker?? That's a joke in itself!!,0
821,good,1
822,Not as bad as they say,1
823,Boring actually !!!!,0
824,jared leto as the joker,1
825,Not as bad as it seems,1
826,ZzZZzzZZZ!,0
827,"Great movie, don't read bad stuff, for me best superhero movie until today!",1
828,This movie is a waste of time,0
829,NOT BAD,1
830,Actual garbage,0
831,Not as bad as others are making it out to be..,1
832,"Good acting, bad script.",1
833,Minus 5 stars for Cara Delevigne's belly-dancing alone. YIKES.,0
834,"Oh, Well...",1
835,Okay so the plot wasn't there but it introduced some really great characters.,1
836,Speacheless,0
837,Long way to go for DC to catch up with Mravel,1
838,Lacks substance,0
839,Suicide Mission,1
840,"Simply, no good.",0
841,Outlstandinly Entertaining,1
842,"Still better than Marvel, but not good at all.",1
843,Had so much potential,0
844,Goes OK!,1
845,B Grade Movie Marketed as an A Grade Movie,1
846,#ReleaseTheAyerCut,0
847,Disappointing... but good,1
848,"Just a Silly, Fun Action Movie",0
849,the story wasn't that strong and Harley's jokes weren't funny,1
850,Disappointing for such a great cast,0
851,DC finally gets one right!!! Go see this movie!!!,1
852,A little short of what it could be,1
853,Kinda boring,0
854,Simply Amazing...,1
855,A good balance to hero-centric films like The Avengers and Justice League.,1
856,Terrible,0
857,I'd give it a C,1
858,AWFUL,0
859,Awful Plot of a Movie Saved By Harley Quinn,1
860,A bad movie with very good parts... the 1970's special effects is not one of them,0
861,A Blast Of A movie,1
862,good for killing time,1
863,poor story,0
864,Everything about this movie was amazing and everyone did a flawless job at bringing this story to life!,1
865,A problematic yet entertaining supervillain assemble feature,1
866,Horrible,0
867,Trust no evil,1
868,wowie,0
869,Not Bad Comic Book Flick!,1
870,free,0
871,This is an AMAZING movie,1
872,Another disappointment,1
873,I HAD great expectations,0
874,Warner Bros. may not come right out and endorse . . .,1
875,A bit of a dud to be honest,1
876,Disappointment.,0
877,An Interesting Episode,1
878,Please no more Will Smith!,0
879,It had too much high expectations to hit the mark.,1
880,Like an average TV episode,0
881,Fun Movie!!,1
882,Suicide Squad******,1
883,I only watched this...,0
884,Awesome Movie!,1
885,No Oscars here,1
886,Suicide applicable,0
887,Overall enjoyed,1
888,"WAY too over-hyped, very average movie.",0
889,A mix of good and bad choices,1
890,Not entertaining but irritating,0
891,Suicide squad was a great movie,1
892,Great movie that was over criticized.,1
893,Awful,0
894,Individual Performances VS. Overall Plot/Story,1
895,A mess but not as bad as people make it out to be,1
896,"A bad movie, but a guilty pleasure?",0
897,back after birds of prey,1
898,It's a trap!,0
899,"As Alfred would put it: 'Ooooo, how to best describe it??'",1
900,suicide squad makes me want to commit suicide,0
901,"""Stupid Bats, you're ruining date night""",1
902,A Totally Honest Review: a few too many mistakes but otherwise hugely enjoyable film,1
903,I wanted to like it,0
904,The critics got it all wrong..,1
905,Bang Average,1
906,Embarrassingly bad,0
907,Incoherent and patchwork storyline,1
908,"Really, really bad",0
909,It's nothing special but not as bad as the critics say.,1
910,Mindless nonsense,0
911,Negativity is over-thought,1
912,Brief end-to-end Suicide Squad: Review [Rating: 7 out of 10],1
913,Just bad....,0
914,Bad guys have all the fun,1
915,Entertaining and smart just needs...,1
916,Rock Bottom,0
917,Unfortunately the core of this movie fails likes many DC movies before at the balance of power,1
918,Common Senseless -,0
919,"Great Movie, great soundtrack!!",1
920,No spoilers - Terrible Movie - Once Again,0
921,#ReleaseTheAyerCut,1
922,"Another Product for our Viewing Pleasure, Succeeds at Entertaining",1
923,*,0
924,"See it for yourself, a must movie for DC comic fans.",1
925,Okay DC effort...,1
926,Balanced as All Things should be,0
927,Mediocre at best.,1
928,They need to figure out what Marvel does and take note.,0
929,She's Harley and I miss Burton.,1
930,Flashy but lifeless DC Comics adaptation,0
931,No love out there for DC,1
932,"Wildly over hyped, nevertheless still an enjoyable movie.",1
933,Just stupid and creepy,0
934,Finally an adult DC film again!,1
935,Not a bad comic book movie,1
936,Starts well and gets progressively worse,0
937,It had so much potential,1
938,"I am so, so, so, so disappointed.",0
939,a witch,1
940,Rotten Tomatoes Aren't Wrong this Time,0
941,Not a let down,1
942,A Surprise after so many Tongue-Lashings,1
943,Dead on Arrival,0
944,Changed My Review After The Suicide Squad,1
945,"Okay, cheesy, and predictable.",1
946,"Supervillains unite for plenty of action, but not enough wit",0
947,Not great but not worse as the critics put it either,1
948,The dirty crew,0
949,"It was a good watch, but not worth to die for.",1
950,Poorly written,0
951,The DCEU kicks off!,1
952,harley quinn saves the film,1
953,We don't need no Ayer's cut,0
954,Awesome film,1
955,Cool and boring,1
956,Watching this movie made me want to commit suicide!,0
957,Review of the later out put of the DC Universe V2,1
958,Could have been better,1
959,Meh. Didn't live up to the Hype.,0
960,Amazing,1
961,"Its Like, Committing Suicide by Making Love. Blame Warner Bros., not DC.",1
962,An absolute mess of a 'movie' that succumbs to familiar formulas,0
963,Great movie,1
964,Need to focus more on the joker!! AND NO NEED FOR BATMAN!,1
965,"No story, full of unfunny one-liners and cliche's!!!",0
966,This Movie actually gets most things right,1
967,A wasteful two hours,0
968,An interesting and fun movie but has its own problems,1
969,"Poorly Edited, Weak Script, Terrible Character Development.",0
970,Amazing!!!,1
971,A Little Understanding Goes A Long Way...,1
972,Top 3 worse films of all time.,0
973,One of the best comedy/action/sci fi films of the 2016 year,1
974,"Boring film, bad story.",1
975,DC falls short again,0
976,"Great characters, terrible plot.",1
977,"We're bad guys! Oh, did we mention that already?",0
978,Advertising A+/Movie C+,1
979,Action after action,0
980,Don't read the negative comments.,1
981,Big budget fair movie,1
982,Suicide Squad - Movie Review,0
983,What movie did the critics see?,1
984,"Looks good, but needed to be longer.",1
985,Suicide Sucks!,0
986,David Ayer directing was the main problem with this one...,0
987,"Not a great superhero movie, but also not a bad one",1
988,"Watch the trailer, Forget the Movie",0
989,Fun movie...best of what is out right now.,1
990,"Just, what the F...?!",1
991,I just flat out hated it,0
992,"Dark, brooding and well shot, enjoyable movie",1
993,"A bad movie, a masterpiece when it comes to defining characters",1
994,One of the worst writings I have ever seen,0
995,Appeals to a certain demographic but is a JOY for those people in question,1
996,A big mistake in the history of cinema,0
997,It wasnt errible but definitely expected more.,1
998,"Jared Leto no Joker, just a joke.",0
999,What is with the Hater and Critic,1
1000,Entertaining but let down by weakeness of script and characters,1
1001,Cinematic suicide,0
1002,A lot of people are going to connect with these characters!,1
1003,Suicide Squad,1
1004,"Boring, stupid, lame, nonsense",0
1005,not gettin' on the hate train,1
1006,"Comical climax, muddled screenplay, under-cooked character arcs pull down an otherwise better attempt from DC in recent times",0
1007,"Not bad, not good either",1
1008,Nonsense,0
1009,"Who's paying this ""critics""?",1
1010,"It's not that ""good"" or that ""bad"".",1
1011,It lacks substance/spirit,0
1012,amazing! go see it seriously!!,1
1013,Great characters played very nicely by good actors in an average movie with a tiny and stretched plot.,1
1014,"I want DC to do well, but I will not support poor movie making",0
1015,Part two can be better,1
1016,James Gunn's newest 2021 Suicide Squad so much better than this,0
1017,"An ""okay"" movie entry into the DCEU",1
1018,Huge disappointment,0
1019,"OK, wow...",1
1020,Enjoyable,1
1021,"Not as bad as Wild, Wild West overall, CGI, story, and acting are though.",0
1022,Genuinely great - I don't understand critics anymore,1
1023,"Messy, blurred, not enough individual screen time and poor acting but some fairly enjoyable and funny moments",1
1024,"Great joker, fun action but the rest is sucky sucky",0
1025,"Great first half, so-so 3rd act...",1
1026,Quite possibly the worst movie of all time,0
1027,Definitely worth a look,1
1028,Flop Squad,0
1029,"Really great and we'll worth it, just a few things that could be done better",1
1030,"a good movie, a bad joker",1
1031,Plop,0
1032,Great film for everyone not just DC fans,1
1033,"Had a potential to be a good movie,But still better than BvS",1
1034,Suicide is more fun,0
1035,Margot Robbie Steals The Show,1
1036,Disappointing film,0
1037,"Sacrificed darkness for comedy, and it really softened the bad guys to the point where they all seemed like the good guys.",1
1038,It's... an interesting lesson in failing.,0
1039,Fun factor trumps its few flaws,1
1040,I liked the movie,1
1041,Bad mouvie,0
1042,Definitely worth watching,1
1043,Not much of a Redemption for DC fans,1
1044,Hopefully career suicide for the writers and director,0
1045,Not At All as Bad as The Initial Reviews--Good But Not Great,1
1046,It was so boring,0
1047,Entertainment Shot from DC,1
1048,Lazy Writing.,0
1049,You sweet talking me? All that chit chat's gonna get ya hurt...,1
1050,Decent Movie,1
1051,A bad movie with good moments,0
1052,Don't listen to the bad reviews,1
1053,OK film,1
1054,A forgetful super hero movie,0
1055,"Is it my horrible taste in movies, or is the movie not that bad?",1
1056,Terrible Movie with 1 redeeming feature.,0
1057,David Ayer does not find a tone for his film and is content with the more bureaucratic solutions of the genre,1
1058,Abysmal predictable rubbish,0
1059,A fun action movie in the DC cinematic universe starring the bad guys,1
1060,Stop taking movies too seriously,1
1061,"uninspired, boring with no interesting characters",0
1062,"A Fun, Lighthearted Summer Blockbuster",1
1063,Watch the Extended Cut!,1
1064,Trying too hard to be DC version of Gaurdians of the Galaxy,0
1065,It's a good movie and nowhere near as bad as people make out.,1
1066,Waste of time and money,0
1067,How a superhero movie should be made,1
1068,A chaotic mess that destroys every single hope you had before entering the cinema,0
1069,DC successfully follows the unbeaten path Villains are finally given their time in the spotlight!,1
1070,The nail in the coffin for DCEU movies until Wonder Woman came out...,1
1071,SuicidÃ© squad was just not good..,0
1072,IT IS WHAT IT IS,1
1073,It was actually pretty decent,1
1074,I am upset,0
1075,Worth the watch,1
1076,"This was another quintessential DC installment, trending to the strange, devoid of plot but with some interesting moments",0
1077,"Really cool film, poor movie",1
1078,Movie Had Potential but Fell Short.,0
1079,Amazing,1
1080,"Excellent casting, pitiful story",0
1081,This squad brings the heat and they're the bad guys,1
1082,"Somewhere between ""Ghostbusters"" and ""Avengers""",1
1083,Squadies,0
1084,Cake with no icing,1
1085,..and I thought my jokes were bad.,0
1086,"It was not quite at all like the comic, but totally Hollywood style",1
1087,what is this crap?,0
1088,Ignore DC Fanboys!,1
1089,"Not better than BVS ,Action Looks like really low budget Movie",1
1090,Who signed off on this...,0
1091,Fantastic,1
1092,Fine popcorn movie,1
1093,Sucide Squad= Opps!,0
1094,DC is Back in the Game Baby,1
1095,Better than I thought it was going to be,0
1096,"A decent effort, and much better than BvsS",1
1097,"The Actors Save A Very Flawed, Yet Fun Movie",0
1098,Real meaning of Suicide Squad!,1
1099,Could have been far better,1
1100,Waste of a talented cast,0
1101,Oh well,1
1102,The Deadshot and Harley Movie.,1
1103,Embarrassing,0
1104,What is DC really trying to do? (A Rant),1
1105,After watching it is must say....,0
1106,False Advertising,1
1107,This movie literally scarred me....,0
1108,Great Movie,1
1109,Mediocre,1
1110,Disappointing,0
1111,You people are so pathetic,1
1112,Underrated,1
1113,Pure incompetence.,0
1114,"Trailers promised too much, that movie couldn't deliver",1
1115,"We're an average film universe, it's what we do",0
1116,Trailer = The whole scene,1
1117,"Ugh, what a mess.",0
1118,Don't Listen to the Critics,1
1119,Average superhero movie,1
1120,The worst superhero movie i've ever seen.,0
1121,"Suicide Squad, Boom!",1
1122,Entertaining,1
1123,Suicide Squad (Short Movie Review),0
1124,"Not Bad, But Not Great Either",1
1125,A comic book movie review from a non-comic book guy,0
1126,Most awaited movie from DC comics,1
1127,WB has forsaken thee,0
1128,What would have happened if I gave weight to the critics.....,1
1129,It's just a good movie.,1
1130,useless confusion,0
1131,Great movie with a fun cast and plot,1
1132,Ok movie,1
1133,Save your money and your brain - don't watch this,0
1134,Better than I anticipated it would be,1
1135,Not great...,0
1136,Joker - Merchandising,1
1137,Terrible and awful.,0
1138,Creative Re-imagining,1
1139,DC is almost there,1
1140,I gave it a chance and it spat in my face,0
1141,Haters Gonna Hate !!!,1
1142,decent quality movie. disappointing in many aspects as most DC & Marvel films are,1
1143,Not worth the attention!,0
1144,Good looking but not great,1
1145,Suicide Squad was a jumbled mess. (Spoilers),0
1146,"A little shabby, but not too shabby",1
1147,Boring ClichÃ©,0
1148,pothole remedy = awesome characters!,1
1149,good cast,1
1150,"Two's company, three's a crowd and ""Suicide Squad"" is a mess",0
1151,I don't understand why so much hate (May contain spoilers),1
1152,Not DC's best,1
1153,A movie that deserved straight to DVD....,0
1154,A good screenwriter is very important,1
1155,What a joke,0
1156,The best characters in this movie are the clown girl and the clown.,1
1157,"Bad movie, bad script, average VFX",0
1158,"A fun film, better than expected",1
1159,Quite Entertaining.,1
1160,The Minimum Acceptable for a Watchable Comic Book Movie,0
1161,Suicide Squad is fun and the action keeps coming!,1
1162,"Not bad, but not good",1
1163,Horrendous,0
1164,A bus ride from office to home in the evening,1
1165,Awful,0
1166,Watch it for harley quinn,1
1167,Scraping the bottom here,0
1168,Loved this movie,1
1169,"A very disappointing, but still entertaining summer feature",1
1170,Seriously 6.9?,0
1171,SKWAD:review by a dc comics fan(no spoilers),1
1172,"Despite its flaws, still entertains, and gives me hope for the future",1
1173,Too many characters for one film.,0
1174,Villain movie?,1
1175,Stu. Pid.,0
1176,"The ""suicide"" squad",1
1177,Worst Comic Book Movie I have ever seen,0
1178,The second best DC film this decade,1
1179,Just another summer popcorn flick,1
1180,A shame ..........in both senses of the word.,0
1181,PERFECTION!!!!,1
1182,A missed opportunity but still entertaining...,1
1183,Boring and full of ClishÃ©s,0
1184,Good movie with poor presentation,1
1185,Tries to Be Too Much,0
1186,10/7 everything was good until at the end they made the story crap.,1
1187,"It's Disappointing As Hell, And An Overall Huge Mess With Sprinkles of Entertainment",0
1188,GO and SEE this movie es pretty fun!!,1
1189,Could have been better,1
1190,Barely a Movie,0
1191,Best movie of this year so far!,1
1192,Emptiness rarely looks this good!,1
1193,THE WORST CBM I HAVE EVER SEEN,0
1194,Awesome action packed movie,1
1195,OMG What was this?,0
1196,Wasted Potential,1
1197,Cartoonish effects and overacting make this more corn than catnip.,0
1198,i loved it,1
1199,Enjoyed but wanted more,1
1200,don't watch,0
1201,So Underrated,1
1202,"Not bad, not good either. Has its pros and cons",1
1203,Terrible Movie (Was that a Spoiler?),0
1204,"As a movie, it's not bad",1
1205,Suicide Squad,0
1206,I didn't even think it was that bad ?˜‚,1
1207,Any good screenwriter gets suicidal after seeing this movie,0
1208,We're the bad guys. It's what we do.,1
1209,Its a good film but....,1
1210,Worst editing ever,0
1211,Twisted and Therapeutic-The Risk That Paid Off,1
1212,the wait is finally over..,1
1213,Such a Disappointment,0
1214,Harley Quinn saves the film,1
1215,Barely watchable,0
1216,Colorful and darkly decent fare,1
1217,it was the best DC movie to this day.,1
1218,"Ah well it was just ""nice""",1
1219,Overall one of the worst superhero team movies.,0
1220,Excellent movie,1
1221,Better that i expect but not the movie of the year for sure!!!,1
1222,This movie is a huge problem,0
1223,"Suicide Squad Shines With Harley Quinn, But Lacks With Narration",1
1224,Not the best super villains movie,0
1225,"a barely fresh 'Tomato', but fresh nonetheless (READ the review first please!)",0
1226,So I really like this movie and almost let reviews stop me...,1
1227,"Great movie, but the lack of The Joker scenes pulls it down",1
1228,"This at least felt like a ""real movie"" - compared to ""The suicide squad 2021""",0
1229,Director did a really great job... Release The Ayer Cut,1
1230,Not that spectacular.,1
1231,Worst Movie in my Recent Memory,0
1232,A Very Fun Film,1
1233,criminal repentance,0
1234,Low Expectations Are The Key,1
1235,"More questions than answers, don't take this too seriously",0
1236,"ignore the critics, this movie had me on the edge of my seat! :)",1
1237,It was...... OK,1
1238,Meh...,0
1239,An unusual depiction of Justice from the opposite site,1
1240,See it if you are a DC fan,1
1241,Somewhere between fine and failure,0
1242,An interesting Episode,1
1243,Major Disappointment,0
1244,They are the bad guys but that's not what they do! Still...a fun ride!,1
1245,"Dark, gory and sexually explicit.",0
1246,A Welcomed Addition to the DC Universe,1
1247,Wasted Potential,1
1248,"Muddled plot, muddled acting, muddled editing.",0
1249,Solid 8/10. Don't let bad reviews spoil it for you.,1
1250,Much potential but so wrongly executed,0
1251,Hyped? yes. As bad as everybody says? not really.,1
1252,a waste of time,0
1253,Could've been much better...,1
1254,very very bad movie ( Spoiler Alert),0
1255,Action pack,1
1256,It's just about worth the 2 hours of my time,1
1257,And they said Suicide is Painless!,0
1258,DC SUICIDE SQUAD MOVIE 1016,1
1259,Suicide Squad had Potential,1
1260,Cinematic candy,0
1261,It was good but poor work from David Ayer,1
1262,What a disgrace,0
1263,I actually kinda liked it,1
1264,"Small good things, but as whole bad",0
1265,What a great popcorn flick!,1
1266,Suicide Squad Review,1
1267,Such a freaking pandering cringefest,0
1268,DC / Warner v Critics impartial,1
1269,Borderline fun. With too much burdens of expectations for it to bear alone.,1
1270,"A laughing matter it is not. Suicide Squad has some colorful baddies, but gives little for them to do",0
1271,The bad people,1
1272,Is what you've heard true? 50/50. But which half?,0
1273,"Not bad, but could have been better",1
1274,Disturbingly pathetic,0
1275,I absolutely f****** love this movie man!,1
1276,entertaining enough,1
1277,An Incompetent Mess,0
1278,I actually enjoyed this movie,1
1279,Expected better but quite entertaining! 6/10,1
1280,Tries to hard and delivers a bland uninteresting story,0
1281,David Ayer's Writing and Direction- a complete letdown. The Suicide Squad themselves will keep you engaged throughout.,1
1282,All that hype for such little delivery,0
1283,Weird and confusing but good enough,1
1284,Should have been better.,0
1285,#ReleaseTheAyerCut,1
1286,Good movie with poor presentation,1
1287,Rushed and Underdeveloped,0
1288,A very good watch,1
1289,Could have been better,1
1290,This movie is such a mess...,0
1291,Third Trial Trying To Get Things Straight,1
1292,Disappointing at best,0
1293,Colorful empty,1
1294,No heart & soul. Just panicky bigshots.,0
1295,Love this movie,1
1296,In the middle,1
1297,"Suicide Squad: Bad Guys or Nice Guys, I'm Confused?",0
1298,Message to Warner Brothers....,1
1299,Top Three Superhero Movies Of All Time,1
1300,A Disappointing Mess,0
1301,Suicide Squad,1
1302,don't waste your money,0
1303,Entertaining enough,1
1304,"Can I get those two hours of my life back, please?",0
1305,Enjoyed it! Great scenes but... cut!,1
1306,UM....OK?,1
1307,Rest in Peace DCU,0
1308,they never cared about the hate,1
1309,"Harley, Deadshot, & Viola Davis Keep It from Sucking",1
1310,Terrific start but slowly turned into a bland and terrible movie,0
1311,"Based on what Dc gave us this year, it was pretty good",1
1312,The movie is ridiculous,0
1313,"A good movie, so much wasted potential.",1
1314,What a waste of a good concept,0
1315,The Truth,1
1316,Jared Leto knew what he was doing as the Joker!,1
1317,Bad. Just BAD.(SPOILERS),0
1318,Best Comic Book Movie Ever!,1
1319,Rise of the good Villains,1
1320,Average Film - Silly Ratings,0
1321,For Joana,1
1322,What a mess!,0
1323,What is with bad reviews.,1
1324,not a movie,0
1325,Loved it!,1
1326,"Wrong choice of villain but a good live-action adaption, too bad we won't see Ayer's cut",1
1327,Didn't like This movie,0
1328,All the critics were WRONG!!! Great Film!!!,1
1329,A whole lot of bang with no deafening noise to cover it all up,1
1330,Meeehhhh...,0
1331,"Not Bad, Not Great, But Good Enough",1
1332,"It may not be as long as 'Batman V Superman (2016)', but it's certainly much harder to sit through.",0
1333,Fun but...,1
1334,Abysmal,0
1335,It's really not that bad,1
1336,A Bit Of A Hype,1
1337,Tries too hard to be 'Avengers (with Bad Guys)',0
1338,Master piece..,1
1339,"As entertaining as it still is, it was quite a disappointment.",1
1340,Suicidal,0
1341,Loved the joker!!,1
1342,Promosing beginning then everything fall apart,0
1343,Characters were cool........plot/story.....not so much,1
1344,Uuuuuggghhhh,0
1345,A bold decision for DC. It certainly delivered.,1
1346,Give this movie a chance people.,1
1347,If You've Watched The Trailers...,0
1348,I liked it!,1
1349,2016 was not the best year for DC in Theaters,1
1350,Ruined potential,0
1351,Amazing cast can't save this movie from horrid studio interference,1
1352,Big disappointment,0
1353,DC trying to go too fast for big team blockbusters,1
1354,Phantom Menacing Syndrome again,0
1355,Great Movie!!!!!!!,1
1356,"completely misses the point, bigger is not always better",1
1357,"Potential is Wasted by a Muddled Plot,",0
1358,Awesome ride with an excellent cast....must see!,1
1359,"Not that good , these comic book adaptions are all starting to wear thin .",1
1360,Total Disappointment,0
1361,What a waste,1
1362,I really wanted to like this movie...,0
1363,Perfect Characters In A Untidy Plot,1
1364,"I wanted to like it, but a mess of a movie is still a mess of a movie.",0
1365,If you are a DC fan you will like this movie,1
1366,Lots of Problems,1
1367,"How hard could it be to ruin a movie about super villains teaming up? Apparently, not very",0
1368,I had a smile on my face from start to finish!!,1
1369,"Not up to expectation of the incredible previews, but not anywhere as bad as some make out...",1
1370,Nearly left,0
1371,"A great movie, put poor marketing can compromise experience and quality.",1
1372,Baddies on a PG-13 Spree.,0
1373,Some Balanced Commentary,1
1374,Truly Madly Deeply Awful,0
1375,Great movie!,1
1376,Surprisingly Entertaining,1
1377,Not worth your time or your money,0
1378,I think this movie can be set to 8.5/10,1
1379,"Good as a movie, not so much as a comic adaption",1
1380,I just...don't know what to say...,0
1381,Absolute rubbish,0
1382,Jared Leto and Margot Robbie Save The Day,1
1383,DC is going the wrong way.....,0
1384,Best Cult Film in over 30 years.,1
1385,Harley Is No Barbie,1
1386,I'm Sorry But I Just Have To Write Something,0
1387,An Enjoyable Comic Book Movie,1
1388,Kind of all over the place,1
1389,Suicide Squad - Review,0
1390,1/2 of a good movie and now an extended version? No thanks!,1
1391,So much to say about this film but not at all worth the effort,0
1392,Margot Robbie Steals The Movie,1
1393,What a let down,0
1394,Damn Good Killing,1
1395,Just so so,1
1396,no means no,0
1397,Enjoyable film! Don't care about the critics. There's definitely some bias against it.,1
1398,It was fine.,1
1399,Caught in a landslide; no escape from banality,0
1400,Need to see joker,1
1401,Bad,0
1402,An Interesting Episode,1
1403,not even as your less expectations,0
1404,Love this movie!,1
1405,DC villains 'Dirty Dozen' out to save our world....,1
1406,a failed attempt,0
1407,Better than the critics let on.,1
1408,Movie Review Profits,1
1409,Narrative mess,0
1410,OK-ish film but I expected more.,1
1411,Trash,0
1412,"Shaky Opening, but Fantastic Character Work",1
1413,Meh...!,0
1414,This is my favorite movie,1
1415,I so wanted to love this movie!,1
1416,Above average Summer Fun Flick,1
1417,No joke!,1
1418,A huge mess.,0
1419,I had fun,1
1420,DIRTY (half) DOZEN....,0
1421,Good action comedy movie if you haven't read the comics,1
1422,"9 for style, 1 for substance, so 5",0
1423,I like it,1
1424,The ingredients are good but the soup isn't,1
1425,Awful,0
1426,What is wrong with the critics??,1
1427,Average movie,1
1428,The movie had nothing to do with what the trailer promised,0
1429,Meh...,1
1430,The worst,0
1431,A Good Villains Movie With Too Much Hate,1
1432,"Sometimes, Critics Just Don't Get It",0
1433,It's a fun movie...stop putting it under a microscope,1
1434,It's not that bad,1
1435,This reminds me why I usually avoid most superhero films...42.5%,0
1436,not disappointed at all !!,1
1437,Still better than Fant4stic lol,1
1438,Complete Trash Movie,0
1439,Keep pace with this swirling storytelling while cool in a theater,1
1440,Terrible...!!!,0
1441,David Ayer cut !!!!!,1
1442,highly disappointing..,0
1443,I liked it!,1
1444,"Flawed, but not terrible",1
1445,Epic waste of time.....,0
1446,Enjoyable,1
1447,"most notably for giving us Margot Robbie's Harley Quinn, but generally ok",1
1448,ridiculous,0
1449,Suicide squad,1
1450,I never care about imdb but...,0
1451,Good enough but not great,1
1452,"Dry and Scripted, TBH",0
1453,"It's what you expect, if you know what to expect",1
1454,Only 2 good things came out of this movie.,1
1455,Another mess from DC/WB,0
1456,Let's Go Save The World!,1
1457,This DC Extended Universe movie is for the kids/teens,1
1458,Utter Crap,0
1459,"Half-baked plot, two dimensional characters, and terrible dialogue",1
1460,"Severely Disappointing - poor structure, story and editing",0
1461,The good & bad of Suicide Squad,1
1462,It could have been SO GOOD,0
1463,Pure Fun,1
1464,"Giving a 7 for you, Ms. Quinn...",1
1465,'Dirty Dozen' cartoon garishly coloured in,0
1466,A Bad Guys Fun Movie,1
1467,Would have worked better as a Sequel...Maybe to a standalone Batman film,1
1468,Complete Disaster,0
1469,review,1
1470,Much less than expected,0
1471,A good film with some problems! Deja vu with a DC film!!!,1
1472,"""Suicide Squad""- Another misfire for the struggling DCEU, though it is not without its moments. Entertaining but woefully messy.",0
1473,Suicide Squad Rocks!,1
1474,Should DC get back the Christopher Nolan???,1
1475,What a mess,0
1476,Great Movie,1
1477,Lots of fun parts but meaningless story-line :(,1
1478,It's just as bad as I remember,0
1479,Spectacular,1
1480,DC hates its directors,0
1481,"A better entry to the DC canon, but the bar is kind of low.",1
1482,Defies expectations more than necessary,0
1483,A highlight in this dull year,1
1484,"Not too bad but come one, there's stuff missing",1
1485,I guess it's not my cup of tea...,0
1486,a beautiful disaster,1
1487,I expected more but it was interesting...,1
1488,Margot Robbie and Will Smith are the only reason to watch,0
1489,"Kind of good, kind of bad",1
1490,bad movie but redeemed by two things,0
1491,"""Oh, I'm not gonna kill you... I'm just gonna hurt you really, really bad.""",1
1492,I expected better.,0
1493,Great Movie!!!,1
1494,Just another one superhero movie,1
1495,A Mess,0
1496,Actually really good,1
1497,Great but badly put together...,1
1498,'Suicide Squad' commits suicide.,0
1499,My review,1
1500,I Can't Believe I Liked This at One Point,0
1501,Pretty good,1
1502,"I was the ""the lucky one""...",0
1503,Never listen to critics before seeing it for yourself,1
1504,Entertaining enough but a missed potential,1
1505,The worst of the worst,0
1506,"Awesome soundtrack, unbelievable acting, intriguing storyline, great cast",1
1507,"I really wanted to love this film, but..8",1
1508,"""all the reviews are bad but I actually really loved it you should see it!""",0
1509,ClichÃ© hero movie,1
1510,w,0
1511,Good Summer Flick,1
1512,Bad meets Evil? Hell no!,0
1513,Ignore the critics. You won't regret it,1
