,review,rating
749,"It could be amazing, too bad it lacks story",6
750,Suicide Squad: A Mediocre Misstep in the DC Universe,5
751,This movie is fun!,8
752,It had so much potential that I'm upset.,6
753,Not as fun as I remember.,5
754,One of my favourites,10
755,Suicide Squad,6
756,Tragedy or Travesty?,4
757,An entertaining but messy film,6
758,"Strong cast, poor in every other aspect",2
759,It's simply a B-Movie with a big budget and marketing campaign,7
760,Completely bland and did not entertain me in the slightest,2
761,It's high time we started ignoring the critics,8
762,Suicide Squad was an AMAZING DC FILM!,6
763,"Yeah, i like it but...",4
764,I like this film.,9
765,Good fun and the horror...,7
766,Another crappy movie,1
767,It's a fun ride...,7
768,What the hell??,1
769,Autistic Reviewers Opinion Of This Movie.,6
770,Perfect way to utilize Suicide in the title,3
771,Great fun!,8
772,Better than The Suicide Squad (2021),7
773,WORST MOVIE EVER!!!,1
774,Good movie,8
775,Dead shot a hero,7
776,"Good start, then downhill from there",2
777,Your average viewer,7
778,"This is SUICIDE SQUAD, not FURY David Aiyer",3
779,"Not bad movie, though failed by the aggressive PR",7
780,Chicken salad,1
781,One of the best films,9
782,Fun Summer Drive In Flick,7
783,just another,1
784,I did like Suicide Squad despite not being a masterpiece,8
785,Over-hyped but still a must-see,7
786,Just rewatched on netflix and yea still bad,1
787,wasted opportunity,6
788,no,3
789,Was an overall waste - Poor DC,6
790,"disappointing, shabby mess",3
791,One of the Most Under-rated Movies,8
792,"If you are psyched for it.....STOP, half of it doesn't live up to the hype",6
793,Nothing.,1
794,Raised up by low expectations,8
795,"Tries to please all, ends up pleasing none",6
796,Not giving up on this being a good franchise,4
797,Suicide Squad (2016),7
798,Messy and fun movie that misses its potential,5
799,Kind of Droll and less impressive than expected,6
800,How did they get it so wrong?,4
801,My only complaint is a little bit too much swearing,8
802,amirhoseinahg,7
803,Searching for depth and meaning without finding it.,4
804,Magnificent,9
805,"New Idea, Great Idea",6
806,What a waste,3
807,"In an effort to create a viable DC franchise, Warner Brothers rushes what could of been an awesome movie.",7
808,Schlechter Film,3
809,Definitely One step above Batman v Superman.,7
810,Trash. Lame. Stupid.,3
811,Excellent for the modern genre of meta human story telling,8
812,"Fun characters, awful villain and plot line",7
813,Leto,1
814,Why so Negative?,8
815,Overkill DC Comics adaptation of the cult of personality; Robbie however is pitch perfect as Harley Quinn,6
816,Should have been so much better,4
817,For every comic book fan,7
818,Lacks depth and character,5
819,"Hoped Worst Turned Out Good.... ""my rating 7.2/10.""",7
820,Jared Leto as The Joker?? That's a joke in itself!!,4
821,good,8
822,Not as bad as they say,7
823,Boring actually !!!!,2
824,jared leto as the joker,9
825,Not as bad as it seems,7
826,ZzZZzzZZZ!,3
827,"Great movie, don't read bad stuff, for me best superhero movie until today!",7
828,This movie is a waste of time,4
829,NOT BAD,7
830,Actual garbage,2
831,Not as bad as others are making it out to be..,9
832,"Good acting, bad script.",7
833,Minus 5 stars for Cara Delevigne's belly-dancing alone. YIKES.,4
834,"Oh, Well...",8
835,Okay so the plot wasn't there but it introduced some really great characters.,7
836,Speacheless,3
837,Long way to go for DC to catch up with Mravel,6
838,Lacks substance,2
839,Suicide Mission,6
840,"Simply, no good.",2
841,Outlstandinly Entertaining,9
842,"Still better than Marvel, but not good at all.",6
843,Had so much potential,5
844,Goes OK!,8
845,B Grade Movie Marketed as an A Grade Movie,6
846,#ReleaseTheAyerCut,4
847,Disappointing... but good,7
848,"Just a Silly, Fun Action Movie",5
849,the story wasn't that strong and Harley's jokes weren't funny,7
850,Disappointing for such a great cast,4
851,DC finally gets one right!!! Go see this movie!!!,9
852,A little short of what it could be,6
853,Kinda boring,5
854,Simply Amazing...,10
855,A good balance to hero-centric films like The Avengers and Justice League.,6
856,Terrible,2
857,I'd give it a C,7
858,AWFUL,5
859,Awful Plot of a Movie Saved By Harley Quinn,6
860,A bad movie with very good parts... the 1970's special effects is not one of them,4
861,A Blast Of A movie,10
862,good for killing time,7
863,poor story,5
864,Everything about this movie was amazing and everyone did a flawless job at bringing this story to life!,10
865,A problematic yet entertaining supervillain assemble feature,7
866,Horrible,2
867,Trust no evil,6
868,wowie,3
869,Not Bad Comic Book Flick!,6
870,free,3
871,This is an AMAZING movie,10
872,Another disappointment,6
873,I HAD great expectations,1
874,Warner Bros. may not come right out and endorse . . .,8
875,A bit of a dud to be honest,6
876,Disappointment.,1
877,An Interesting Episode,7
878,Please no more Will Smith!,1
879,It had too much high expectations to hit the mark.,6
880,Like an average TV episode,2
881,Fun Movie!!,10
882,Suicide Squad******,6
883,I only watched this...,2
884,Awesome Movie!,10
885,No Oscars here,6
886,Suicide applicable,2
887,Overall enjoyed,7
888,"WAY too over-hyped, very average movie.",2
889,A mix of good and bad choices,6
890,Not entertaining but irritating,4
891,Suicide squad was a great movie,10
892,Great movie that was over criticized.,7
893,Awful,3
894,Individual Performances VS. Overall Plot/Story,8
895,A mess but not as bad as people make it out to be,6
896,"A bad movie, but a guilty pleasure?",2
897,back after birds of prey,6
898,It's a trap!,2
899,"As Alfred would put it: 'Ooooo, how to best describe it??'",6
900,suicide squad makes me want to commit suicide,1
901,"""Stupid Bats, you're ruining date night""",8
902,A Totally Honest Review: a few too many mistakes but otherwise hugely enjoyable film,7
903,I wanted to like it,4
904,The critics got it all wrong..,9
905,Bang Average,6
906,Embarrassingly bad,1
907,Incoherent and patchwork storyline,6
908,"Really, really bad",1
909,It's nothing special but not as bad as the critics say.,7
910,Mindless nonsense,2
911,Negativity is over-thought,9
912,Brief end-to-end Suicide Squad: Review [Rating: 7 out of 10],7
913,Just bad....,2
914,Bad guys have all the fun,8
915,Entertaining and smart just needs...,6
916,Rock Bottom,1
917,Unfortunately the core of this movie fails likes many DC movies before at the balance of power,7
918,Common Senseless -,1
919,"Great Movie, great soundtrack!!",7
920,No spoilers - Terrible Movie - Once Again,4
921,#ReleaseTheAyerCut,10
922,"Another Product for our Viewing Pleasure, Succeeds at Entertaining",6
923,*,1
924,"See it for yourself, a must movie for DC comic fans.",8
925,Okay DC effort...,6
926,Balanced as All Things should be,1
927,Mediocre at best.,6
928,They need to figure out what Marvel does and take note.,3
929,She's Harley and I miss Burton.,7
930,Flashy but lifeless DC Comics adaptation,2
931,No love out there for DC,8
932,"Wildly over hyped, nevertheless still an enjoyable movie.",7
933,Just stupid and creepy,1
934,Finally an adult DC film again!,10
935,Not a bad comic book movie,7
936,Starts well and gets progressively worse,5
937,It had so much potential,6
938,"I am so, so, so, so disappointed.",2
939,a witch,6
940,Rotten Tomatoes Aren't Wrong this Time,4
941,Not a let down,10
942,A Surprise after so many Tongue-Lashings,7
943,Dead on Arrival,4
944,Changed My Review After The Suicide Squad,9
945,"Okay, cheesy, and predictable.",6
946,"Supervillains unite for plenty of action, but not enough wit",5
947,Not great but not worse as the critics put it either,6
948,The dirty crew,5
949,"It was a good watch, but not worth to die for.",6
950,Poorly written,5
951,The DCEU kicks off!,10
952,harley quinn saves the film,6
953,We don't need no Ayer's cut,5
954,Awesome film,10
955,Cool and boring,6
956,Watching this movie made me want to commit suicide!,1
957,Review of the later out put of the DC Universe V2,6
958,Could have been better,6
959,Meh. Didn't live up to the Hype.,5
960,Amazing,10
961,"Its Like, Committing Suicide by Making Love. Blame Warner Bros., not DC.",6
962,An absolute mess of a 'movie' that succumbs to familiar formulas,4
963,Great movie,10
964,Need to focus more on the joker!! AND NO NEED FOR BATMAN!,7
965,"No story, full of unfunny one-liners and cliche's!!!",4
966,This Movie actually gets most things right,7
967,A wasteful two hours,1
968,An interesting and fun movie but has its own problems,6
969,"Poorly Edited, Weak Script, Terrible Character Development.",3
970,Amazing!!!,10
971,A Little Understanding Goes A Long Way...,7
972,Top 3 worse films of all time.,1
973,One of the best comedy/action/sci fi films of the 2016 year,10
974,"Boring film, bad story.",6
975,DC falls short again,5
976,"Great characters, terrible plot.",7
977,"We're bad guys! Oh, did we mention that already?",3
978,Advertising A+/Movie C+,6
979,Action after action,2
980,Don't read the negative comments.,8
981,Big budget fair movie,7
982,Suicide Squad - Movie Review,4
983,What movie did the critics see?,10
984,"Looks good, but needed to be longer.",7
985,Suicide Sucks!,1
986,David Ayer directing was the main problem with this one...,1
987,"Not a great superhero movie, but also not a bad one",7
988,"Watch the trailer, Forget the Movie",3
989,Fun movie...best of what is out right now.,8
990,"Just, what the F...?!",6
991,I just flat out hated it,1
992,"Dark, brooding and well shot, enjoyable movie",10
993,"A bad movie, a masterpiece when it comes to defining characters",6
994,One of the worst writings I have ever seen,1
995,Appeals to a certain demographic but is a JOY for those people in question,7
996,A big mistake in the history of cinema,1
997,It wasnt errible but definitely expected more.,6
998,"Jared Leto no Joker, just a joke.",3
999,What is with the Hater and Critic,8
1000,Entertaining but let down by weakeness of script and characters,7
1001,Cinematic suicide,2
1002,A lot of people are going to connect with these characters!,8
1003,Suicide Squad,6
1004,"Boring, stupid, lame, nonsense",1
1005,not gettin' on the hate train,7
1006,"Comical climax, muddled screenplay, under-cooked character arcs pull down an otherwise better attempt from DC in recent times",5
1007,"Not bad, not good either",6
1008,Nonsense,2
1009,"Who's paying this ""critics""?",10
1010,"It's not that ""good"" or that ""bad"".",7
1011,It lacks substance/spirit,4
1012,amazing! go see it seriously!!,10
1013,Great characters played very nicely by good actors in an average movie with a tiny and stretched plot.,7
1014,"I want DC to do well, but I will not support poor movie making",3
1015,Part two can be better,7
1016,James Gunn's newest 2021 Suicide Squad so much better than this,1
1017,"An ""okay"" movie entry into the DCEU",6
1018,Huge disappointment,2
1019,"OK, wow...",10
1020,Enjoyable,7
1021,"Not as bad as Wild, Wild West overall, CGI, story, and acting are though.",2
1022,Genuinely great - I don't understand critics anymore,10
1023,"Messy, blurred, not enough individual screen time and poor acting but some fairly enjoyable and funny moments",6
1024,"Great joker, fun action but the rest is sucky sucky",4
1025,"Great first half, so-so 3rd act...",7
1026,Quite possibly the worst movie of all time,1
1027,Definitely worth a look,6
1028,Flop Squad,2
1029,"Really great and we'll worth it, just a few things that could be done better",9
1030,"a good movie, a bad joker",7
1031,Plop,1
1032,Great film for everyone not just DC fans,10
1033,"Had a potential to be a good movie,But still better than BvS",7
1034,Suicide is more fun,1
1035,Margot Robbie Steals The Show,7
1036,Disappointing film,4
1037,"Sacrificed darkness for comedy, and it really softened the bad guys to the point where they all seemed like the good guys.",7
1038,It's... an interesting lesson in failing.,4
1039,Fun factor trumps its few flaws,10
1040,I liked the movie,7
1041,Bad mouvie,1
1042,Definitely worth watching,10
1043,Not much of a Redemption for DC fans,6
1044,Hopefully career suicide for the writers and director,3
1045,Not At All as Bad as The Initial Reviews--Good But Not Great,6
1046,It was so boring,2
1047,Entertainment Shot from DC,7
1048,Lazy Writing.,1
1049,You sweet talking me? All that chit chat's gonna get ya hurt...,8
1050,Decent Movie,6
1051,A bad movie with good moments,3
1052,Don't listen to the bad reviews,8
1053,OK film,6
1054,A forgetful super hero movie,3
1055,"Is it my horrible taste in movies, or is the movie not that bad?",7
1056,Terrible Movie with 1 redeeming feature.,1
1057,David Ayer does not find a tone for his film and is content with the more bureaucratic solutions of the genre,6
1058,Abysmal predictable rubbish,1
1059,A fun action movie in the DC cinematic universe starring the bad guys,8
1060,Stop taking movies too seriously,7
1061,"uninspired, boring with no interesting characters",1
1062,"A Fun, Lighthearted Summer Blockbuster",8
1063,Watch the Extended Cut!,6
1064,Trying too hard to be DC version of Gaurdians of the Galaxy,1
1065,It's a good movie and nowhere near as bad as people make out.,7
1066,Waste of time and money,1
1067,How a superhero movie should be made,7
1068,A chaotic mess that destroys every single hope you had before entering the cinema,1
1069,DC successfully follows the unbeaten path Villains are finally given their time in the spotlight!,9
1070,The nail in the coffin for DCEU movies until Wonder Woman came out...,6
1071,SuicidÃ© squad was just not good..,3
1072,IT IS WHAT IT IS,8
1073,It was actually pretty decent,7
1074,I am upset,1
1075,Worth the watch,7
1076,"This was another quintessential DC installment, trending to the strange, devoid of plot but with some interesting moments",5
1077,"Really cool film, poor movie",6
1078,Movie Had Potential but Fell Short.,5
1079,Amazing,6
1080,"Excellent casting, pitiful story",3
1081,This squad brings the heat and they're the bad guys,8
1082,"Somewhere between ""Ghostbusters"" and ""Avengers""",6
1083,Squadies,3
1084,Cake with no icing,6
1085,..and I thought my jokes were bad.,4
1086,"It was not quite at all like the comic, but totally Hollywood style",7
1087,what is this crap?,1
1088,Ignore DC Fanboys!,8
1089,"Not better than BVS ,Action Looks like really low budget Movie",6
1090,Who signed off on this...,1
1091,Fantastic,10
1092,Fine popcorn movie,7
1093,Sucide Squad= Opps!,4
1094,DC is Back in the Game Baby,7
1095,Better than I thought it was going to be,4
1096,"A decent effort, and much better than BvsS",6
1097,"The Actors Save A Very Flawed, Yet Fun Movie",5
1098,Real meaning of Suicide Squad!,10
1099,Could have been far better,6
1100,Waste of a talented cast,1
1101,Oh well,8
1102,The Deadshot and Harley Movie.,6
1103,Embarrassing,2
1104,What is DC really trying to do? (A Rant),7
1105,After watching it is must say....,2
1106,False Advertising,7
1107,This movie literally scarred me....,1
1108,Great Movie,10
1109,Mediocre,6
1110,Disappointing,5
1111,You people are so pathetic,8
1112,Underrated,7
1113,Pure incompetence.,1
1114,"Trailers promised too much, that movie couldn't deliver",6
1115,"We're an average film universe, it's what we do",5
1116,Trailer = The whole scene,7
1117,"Ugh, what a mess.",4
1118,Don't Listen to the Critics,8
1119,Average superhero movie,7
1120,The worst superhero movie i've ever seen.,1
1121,"Suicide Squad, Boom!",8
1122,Entertaining,7
1123,Suicide Squad (Short Movie Review),4
1124,"Not Bad, But Not Great Either",6
1125,A comic book movie review from a non-comic book guy,5
1126,Most awaited movie from DC comics,7
1127,WB has forsaken thee,4
1128,What would have happened if I gave weight to the critics.....,10
1129,It's just a good movie.,6
1130,useless confusion,4
1131,Great movie with a fun cast and plot,8
1132,Ok movie,7
1133,Save your money and your brain - don't watch this,1
1134,Better than I anticipated it would be,6
1135,Not great...,4
1136,Joker - Merchandising,6
1137,Terrible and awful.,1
1138,Creative Re-imagining,8
1139,DC is almost there,6
1140,I gave it a chance and it spat in my face,1
1141,Haters Gonna Hate !!!,9
1142,decent quality movie. disappointing in many aspects as most DC & Marvel films are,7
1143,Not worth the attention!,3
1144,Good looking but not great,6
1145,Suicide Squad was a jumbled mess. (Spoilers),4
1146,"A little shabby, but not too shabby",6
1147,Boring ClichÃ©,1
1148,pothole remedy = awesome characters!,8
1149,good cast,7
1150,"Two's company, three's a crowd and ""Suicide Squad"" is a mess",3
1151,I don't understand why so much hate (May contain spoilers),8
1152,Not DC's best,6
1153,A movie that deserved straight to DVD....,5
1154,A good screenwriter is very important,6
1155,What a joke,4
1156,The best characters in this movie are the clown girl and the clown.,6
1157,"Bad movie, bad script, average VFX",4
1158,"A fun film, better than expected",8
1159,Quite Entertaining.,7
1160,The Minimum Acceptable for a Watchable Comic Book Movie,5
1161,Suicide Squad is fun and the action keeps coming!,10
1162,"Not bad, but not good",6
1163,Horrendous,1
1164,A bus ride from office to home in the evening,6
1165,Awful,3
1166,Watch it for harley quinn,6
1167,Scraping the bottom here,3
1168,Loved this movie,9
1169,"A very disappointing, but still entertaining summer feature",6
1170,Seriously 6.9?,2
1171,SKWAD:review by a dc comics fan(no spoilers),8
1172,"Despite its flaws, still entertains, and gives me hope for the future",6
1173,Too many characters for one film.,4
1174,Villain movie?,6
1175,Stu. Pid.,3
1176,"The ""suicide"" squad",6
1177,Worst Comic Book Movie I have ever seen,1
1178,The second best DC film this decade,8
1179,Just another summer popcorn flick,7
1180,A shame ..........in both senses of the word.,4
1181,PERFECTION!!!!,10
1182,A missed opportunity but still entertaining...,7
1183,Boring and full of ClishÃ©s,5
1184,Good movie with poor presentation,6
1185,Tries to Be Too Much,4
1186,10/7 everything was good until at the end they made the story crap.,7
1187,"It's Disappointing As Hell, And An Overall Huge Mess With Sprinkles of Entertainment",2
1188,GO and SEE this movie es pretty fun!!,10
1189,Could have been better,6
1190,Barely a Movie,4
1191,Best movie of this year so far!,10
1192,Emptiness rarely looks this good!,6
1193,THE WORST CBM I HAVE EVER SEEN,1
1194,Awesome action packed movie,6
1195,OMG What was this?,1
1196,Wasted Potential,6
1197,Cartoonish effects and overacting make this more corn than catnip.,1
1198,i loved it,10
1199,Enjoyed but wanted more,7
1200,don't watch,1
1201,So Underrated,8
1202,"Not bad, not good either. Has its pros and cons",6
1203,Terrible Movie (Was that a Spoiler?),3
1204,"As a movie, it's not bad",7
1205,Suicide Squad,4
1206,I didn't even think it was that bad ?˜‚,6
1207,Any good screenwriter gets suicidal after seeing this movie,5
1208,We're the bad guys. It's what we do.,10
1209,Its a good film but....,7
1210,Worst editing ever,4
1211,Twisted and Therapeutic-The Risk That Paid Off,10
1212,the wait is finally over..,7
1213,Such a Disappointment,3
1214,Harley Quinn saves the film,6
1215,Barely watchable,4
1216,Colorful and darkly decent fare,7
1217,it was the best DC movie to this day.,8
1218,"Ah well it was just ""nice""",7
1219,Overall one of the worst superhero team movies.,1
1220,Excellent movie,10
1221,Better that i expect but not the movie of the year for sure!!!,7
1222,This movie is a huge problem,1
1223,"Suicide Squad Shines With Harley Quinn, But Lacks With Narration",6
1224,Not the best super villains movie,5
1225,"a barely fresh 'Tomato', but fresh nonetheless (READ the review first please!)",3
1226,So I really like this movie and almost let reviews stop me...,9
1227,"Great movie, but the lack of The Joker scenes pulls it down",7
1228,"This at least felt like a ""real movie"" - compared to ""The suicide squad 2021""",4
1229,Director did a really great job... Release The Ayer Cut,10
1230,Not that spectacular.,6
1231,Worst Movie in my Recent Memory,1
1232,A Very Fun Film,7
1233,criminal repentance,5
1234,Low Expectations Are The Key,6
1235,"More questions than answers, don't take this too seriously",4
1236,"ignore the critics, this movie had me on the edge of my seat! :)",8
1237,It was...... OK,6
1238,Meh...,3
1239,An unusual depiction of Justice from the opposite site,8
1240,See it if you are a DC fan,6
1241,Somewhere between fine and failure,4
1242,An interesting Episode,7
1243,Major Disappointment,1
1244,They are the bad guys but that's not what they do! Still...a fun ride!,6
1245,"Dark, gory and sexually explicit.",1
1246,A Welcomed Addition to the DC Universe,8
1247,Wasted Potential,6
1248,"Muddled plot, muddled acting, muddled editing.",2
1249,Solid 8/10. Don't let bad reviews spoil it for you.,8
1250,Much potential but so wrongly executed,4
1251,Hyped? yes. As bad as everybody says? not really.,6
1252,a waste of time,3
1253,Could've been much better...,6
1254,very very bad movie ( Spoiler Alert),1
1255,Action pack,8
1256,It's just about worth the 2 hours of my time,6
1257,And they said Suicide is Painless!,4
1258,DC SUICIDE SQUAD MOVIE 1016,10
1259,Suicide Squad had Potential,6
1260,Cinematic candy,5
1261,It was good but poor work from David Ayer,6
1262,What a disgrace,1
1263,I actually kinda liked it,7
1264,"Small good things, but as whole bad",4
1265,What a great popcorn flick!,9
1266,Suicide Squad Review,6
1267,Such a freaking pandering cringefest,1
1268,DC / Warner v Critics impartial,10
1269,Borderline fun. With too much burdens of expectations for it to bear alone.,6
1270,"A laughing matter it is not. Suicide Squad has some colorful baddies, but gives little for them to do",5
1271,The bad people,7
1272,Is what you've heard true? 50/50. But which half?,5
1273,"Not bad, but could have been better",6
1274,Disturbingly pathetic,1
1275,I absolutely f****** love this movie man!,9
1276,entertaining enough,6
1277,An Incompetent Mess,2
1278,I actually enjoyed this movie,10
1279,Expected better but quite entertaining! 6/10,6
1280,Tries to hard and delivers a bland uninteresting story,1
1281,David Ayer's Writing and Direction- a complete letdown. The Suicide Squad themselves will keep you engaged throughout.,6
1282,All that hype for such little delivery,2
1283,Weird and confusing but good enough,7
1284,Should have been better.,5
1285,#ReleaseTheAyerCut,10
1286,Good movie with poor presentation,6
1287,Rushed and Underdeveloped,3
1288,A very good watch,10
1289,Could have been better,6
1290,This movie is such a mess...,3
1291,Third Trial Trying To Get Things Straight,6
1292,Disappointing at best,4
1293,Colorful empty,6
1294,No heart & soul. Just panicky bigshots.,1
1295,Love this movie,10
1296,In the middle,6
1297,"Suicide Squad: Bad Guys or Nice Guys, I'm Confused?",5
1298,Message to Warner Brothers....,8
1299,Top Three Superhero Movies Of All Time,7
1300,A Disappointing Mess,3
1301,Suicide Squad,7
1302,don't waste your money,5
1303,Entertaining enough,7
1304,"Can I get those two hours of my life back, please?",2
1305,Enjoyed it! Great scenes but... cut!,10
1306,UM....OK?,7
1307,Rest in Peace DCU,2
1308,they never cared about the hate,10
1309,"Harley, Deadshot, & Viola Davis Keep It from Sucking",7
1310,Terrific start but slowly turned into a bland and terrible movie,5
1311,"Based on what Dc gave us this year, it was pretty good",7
1312,The movie is ridiculous,2
1313,"A good movie, so much wasted potential.",7
1314,What a waste of a good concept,3
1315,The Truth,10
1316,Jared Leto knew what he was doing as the Joker!,6
1317,Bad. Just BAD.(SPOILERS),3
1318,Best Comic Book Movie Ever!,10
1319,Rise of the good Villains,7
1320,Average Film - Silly Ratings,5
1321,For Joana,6
1322,What a mess!,5
1323,What is with bad reviews.,7
1324,not a movie,1
1325,Loved it!,10
1326,"Wrong choice of villain but a good live-action adaption, too bad we won't see Ayer's cut",6
1327,Didn't like This movie,2
1328,All the critics were WRONG!!! Great Film!!!,10
1329,A whole lot of bang with no deafening noise to cover it all up,7
1330,Meeehhhh...,5
1331,"Not Bad, Not Great, But Good Enough",7
1332,"It may not be as long as 'Batman V Superman (2016)', but it's certainly much harder to sit through.",3
1333,Fun but...,7
1334,Abysmal,2
1335,It's really not that bad,8
1336,A Bit Of A Hype,6
1337,Tries too hard to be 'Avengers (with Bad Guys)',5
1338,Master piece..,10
1339,"As entertaining as it still is, it was quite a disappointment.",6
1340,Suicidal,1
1341,Loved the joker!!,6
1342,Promosing beginning then everything fall apart,3
1343,Characters were cool........plot/story.....not so much,6
1344,Uuuuuggghhhh,1
1345,A bold decision for DC. It certainly delivered.,10
1346,Give this movie a chance people.,7
1347,If You've Watched The Trailers...,4
1348,I liked it!,10
1349,2016 was not the best year for DC in Theaters,7
1350,Ruined potential,2
1351,Amazing cast can't save this movie from horrid studio interference,6
1352,Big disappointment,1
1353,DC trying to go too fast for big team blockbusters,6
1354,Phantom Menacing Syndrome again,4
1355,Great Movie!!!!!!!,10
1356,"completely misses the point, bigger is not always better",6
1357,"Potential is Wasted by a Muddled Plot,",5
1358,Awesome ride with an excellent cast....must see!,10
1359,"Not that good , these comic book adaptions are all starting to wear thin .",6
1360,Total Disappointment,3
1361,What a waste,6
1362,I really wanted to like this movie...,3
1363,Perfect Characters In A Untidy Plot,7
1364,"I wanted to like it, but a mess of a movie is still a mess of a movie.",3
1365,If you are a DC fan you will like this movie,10
1366,Lots of Problems,7
1367,"How hard could it be to ruin a movie about super villains teaming up? Apparently, not very",3
1368,I had a smile on my face from start to finish!!,10
1369,"Not up to expectation of the incredible previews, but not anywhere as bad as some make out...",7
1370,Nearly left,4
1371,"A great movie, put poor marketing can compromise experience and quality.",7
1372,Baddies on a PG-13 Spree.,1
1373,Some Balanced Commentary,6
1374,Truly Madly Deeply Awful,1
1375,Great movie!,10
1376,Surprisingly Entertaining,7
1377,Not worth your time or your money,4
1378,I think this movie can be set to 8.5/10,9
1379,"Good as a movie, not so much as a comic adaption",6
1380,I just...don't know what to say...,2
1381,Absolute rubbish,4
1382,Jared Leto and Margot Robbie Save The Day,6
1383,DC is going the wrong way.....,4
1384,Best Cult Film in over 30 years.,10
1385,Harley Is No Barbie,7
1386,I'm Sorry But I Just Have To Write Something,1
1387,An Enjoyable Comic Book Movie,8
1388,Kind of all over the place,6
1389,Suicide Squad - Review,5
1390,1/2 of a good movie and now an extended version? No thanks!,6
1391,So much to say about this film but not at all worth the effort,1
1392,Margot Robbie Steals The Movie,7
1393,What a let down,4
1394,Damn Good Killing,8
1395,Just so so,6
1396,no means no,1
1397,Enjoyable film! Don't care about the critics. There's definitely some bias against it.,8
1398,It was fine.,7
1399,Caught in a landslide; no escape from banality,4
1400,Need to see joker,6
1401,Bad,2
1402,An Interesting Episode,7
1403,not even as your less expectations,2
1404,Love this movie!,8
1405,DC villains 'Dirty Dozen' out to save our world....,7
1406,a failed attempt,5
1407,Better than the critics let on.,8
1408,Movie Review Profits,6
1409,Narrative mess,1
1410,OK-ish film but I expected more.,6
1411,Trash,1
1412,"Shaky Opening, but Fantastic Character Work",6
1413,Meh...!,5
1414,This is my favorite movie,10
1415,I so wanted to love this movie!,6
1416,Above average Summer Fun Flick,8
1417,No joke!,6
1418,A huge mess.,4
1419,I had fun,6
1420,DIRTY (half) DOZEN....,1
1421,Good action comedy movie if you haven't read the comics,7
1422,"9 for style, 1 for substance, so 5",5
1423,I like it,10
1424,The ingredients are good but the soup isn't,6
1425,Awful,1
1426,What is wrong with the critics??,8
1427,Average movie,6
1428,The movie had nothing to do with what the trailer promised,1
1429,Meh...,6
1430,The worst,5
1431,A Good Villains Movie With Too Much Hate,7
1432,"Sometimes, Critics Just Don't Get It",4
1433,It's a fun movie...stop putting it under a microscope,8
1434,It's not that bad,7
1435,This reminds me why I usually avoid most superhero films...42.5%,4
1436,not disappointed at all !!,8
1437,Still better than Fant4stic lol,6
1438,Complete Trash Movie,1
1439,Keep pace with this swirling storytelling while cool in a theater,7
1440,Terrible...!!!,2
1441,David Ayer cut !!!!!,6
1442,highly disappointing..,3
1443,I liked it!,8
1444,"Flawed, but not terrible",6
1445,Epic waste of time.....,2
1446,Enjoyable,8
1447,"most notably for giving us Margot Robbie's Harley Quinn, but generally ok",6
1448,ridiculous,5
1449,Suicide squad,6
1450,I never care about imdb but...,1
1451,Good enough but not great,6
1452,"Dry and Scripted, TBH",4
1453,"It's what you expect, if you know what to expect",9
1454,Only 2 good things came out of this movie.,6
1455,Another mess from DC/WB,4
1456,Let's Go Save The World!,9
1457,This DC Extended Universe movie is for the kids/teens,6
1458,Utter Crap,1
1459,"Half-baked plot, two dimensional characters, and terrible dialogue",6
1460,"Severely Disappointing - poor structure, story and editing",4
1461,The good & bad of Suicide Squad,6
1462,It could have been SO GOOD,4
1463,Pure Fun,8
1464,"Giving a 7 for you, Ms. Quinn...",7
1465,'Dirty Dozen' cartoon garishly coloured in,5
1466,A Bad Guys Fun Movie,8
1467,Would have worked better as a Sequel...Maybe to a standalone Batman film,6
1468,Complete Disaster,1
1469,review,6
1470,Much less than expected,5
1471,A good film with some problems! Deja vu with a DC film!!!,6
1472,"""Suicide Squad""- Another misfire for the struggling DCEU, though it is not without its moments. Entertaining but woefully messy.",5
1473,Suicide Squad Rocks!,8
1474,Should DC get back the Christopher Nolan???,7
1475,What a mess,2
1476,Great Movie,10
1477,Lots of fun parts but meaningless story-line :(,6
1478,It's just as bad as I remember,2
1479,Spectacular,7
1480,DC hates its directors,4
1481,"A better entry to the DC canon, but the bar is kind of low.",7
1482,Defies expectations more than necessary,5
1483,A highlight in this dull year,9
1484,"Not too bad but come one, there's stuff missing",6
1485,I guess it's not my cup of tea...,5
1486,a beautiful disaster,8
1487,I expected more but it was interesting...,6
1488,Margot Robbie and Will Smith are the only reason to watch,2
1489,"Kind of good, kind of bad",6
1490,bad movie but redeemed by two things,2
1491,"""Oh, I'm not gonna kill you... I'm just gonna hurt you really, really bad.""",6
1492,I expected better.,5
1493,Great Movie!!!,9
1494,Just another one superhero movie,7
1495,A Mess,3
1496,Actually really good,8
1497,Great but badly put together...,7
1498,'Suicide Squad' commits suicide.,3
1499,My review,6
1500,I Can't Believe I Liked This at One Point,1
1501,Pretty good,7
1502,"I was the ""the lucky one""...",4
1503,Never listen to critics before seeing it for yourself,9
1504,Entertaining enough but a missed potential,6
1505,The worst of the worst,3
1506,"Awesome soundtrack, unbelievable acting, intriguing storyline, great cast",8
1507,"I really wanted to love this film, but..8",6
1508,"""all the reviews are bad but I actually really loved it you should see it!""",5
1509,ClichÃ© hero movie,6
1510,w,2
1511,Good Summer Flick,7
1512,Bad meets Evil? Hell no!,4
1513,Ignore the critics. You won't regret it,8
